name,link
Saraband,/title/tt0299478/
Memento,/title/tt0209144/
Blue Is the Warmest Color,/title/tt2278871/
The Return,/title/tt0441909/
Amour,/title/tt1602620/
Mulholland Drive,/title/tt0166924/
Import Export,/title/tt0459102/
Son of Saul,/title/tt3808342/
Kill Bill: Vol. 1,/title/tt0266697/
The Revenant,/title/tt1663202/
Tropical Malady,/title/tt0381668/
Mulholland Drive,/title/tt0166924/
The Turin Horse,/title/tt1316540/
Tie Xi Qu: West of the Tracks,/title/tt0389448/
Le filmeur,/title/tt0463991/
Holy Motors,/title/tt2076220/
Elephant,/title/tt0363589/
A Touch of Sin,/title/tt2852400/
Pan's Labyrinth,/title/tt0457430/
Spirited Away,/title/tt0245429/
The New World,/title/tt0402399/
Capitalism: Child Labor,/title/tt3703130/
Psalm III: 'Night of the Meek',/title/tt0351599/
Goodbye to Language,/title/tt2400275/
Daylight Moon,/title/tt0360504/
Oldboy,/title/tt0364569/
The Fourth Watch,/title/tt0282499/
Our Daily Bread,/title/tt0020768/
The World,/title/tt0423176/
Ankhon Dekhi,/title/tt3614516/
Court,/title/tt3717068/
"LSD: Love, Sex Aur Dhokha",/title/tt1608777/
Monsoon Wedding,/title/tt0265343/
Dev D,/title/tt1327035/
Paan Singh Tomar,/title/tt1620933/
Udaan,/title/tt10189514/
Hazaaron Khwaishein Aisi,/title/tt0411469/
Maqbool,/title/tt0379370/
Lagaan: Once Upon a Time in India,/title/tt0169102/
There Will Be Blood,/title/tt0469494/
Mulholland Drive,/title/tt0166924/
AI: Artificial Intelligence,/title/tt0212720/
Blue Is the Warmest Color,/title/tt2278871/
Spirited Away,/title/tt0245429/
Once Upon a Time in Anatolia,/title/tt1827487/
In the Mood for Love,/title/tt0118694/
The Lady and the Duke,/title/tt0239234/
Yi Yi: A One and a Two,/title/tt0244316/
Silent Souls,/title/tt1693830/
"Synecdoche, New York",/title/tt0383028/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
Boyhood,/title/tt1065073/
Mad Max: Fury Road,/title/tt1392190/
Me and You and Everyone We Know,/title/tt0415978/
Gone Girl,/title/tt2267998/
Inside Llewyn Davis,/title/tt2042568/
Only Lovers Left Alive,/title/tt1714915/
Selma,/title/tt1020072/
Pain & Gain,/title/tt1711018/
Inside Out,/title/tt2096673/
When the Levees Broke: A Requiem in Four Acts,/title/tt0783612/
Stories We Tell,/title/tt2366450/
Her,/title/tt1798709/
Children of Men,/title/tt0206634/
Before Midnight,/title/tt2209418/
The Look of Silence,/title/tt3521134/
Fruitvale Station,/title/tt2334649/
Love & Basketball,/title/tt3774694/
Brick,/title/tt1623205/
Stray Dogs,/title/tt0120399/
A Separation,/title/tt1832382/
Margaret,/title/tt3777860/
Ten,/title/tt0078721/
35 Shots of Rum,/title/tt1100048/
Closed Curtain,/title/tt2626926/
Tangerine,/title/tt3824458/
The Royal Tenenbaums,/title/tt0265666/
Spring Breakers,/title/tt2101441/
Uncle Boonmee Who Can Recall His Past Lives,/title/tt1588895/
Notre musique,/title/tt0360845/
Triple Agent,/title/tt0374294/
The Assassin,/title/tt0107843/
Gran Torino,/title/tt1205489/
Horse Money,/title/tt3907156/
Fantastic Mr Fox,/title/tt1531905/
Holy Motors,/title/tt2076220/
Death Proof – Grindhouse,/title/tt1028528/
Déjà Vu,/title/tt0453467/
Seventh Code,/title/tt3265404/
Waiting for Happiness,/title/tt0308363/
The White Ribbon,/title/tt1149362/
Dreams of a Life,/title/tt1819513/
Tey,/title/tt2178935/
The Gleaners and I,/title/tt0247380/
Lumumba,/title/tt0246765/
Hunger,/title/tt0085701/
Fruitvale Station,/title/tt2334649/
"Eat, Sleep, Die",/title/tt2085002/
Middle of Nowhere,/title/tt1032817/
A Serious Man,/title/tt1019452/
Inside Llewyn Davis,/title/tt2042568/
Star Trek,/title/tt0060028/
Waking Life,/title/tt0243017/
Ida,/title/tt1869716/
Enter the Void,/title/tt1191111/
There Will Be Blood,/title/tt0469494/
Of Gods and Men,/title/tt1588337/
Into Great Silence,/title/tt0478160/
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,/title/tt0443453/
The Social Network,/title/tt1285016/
Boyhood,/title/tt1065073/
The Descendants,/title/tt1033575/
Beasts of the Southern Wild,/title/tt2125435/
No Country For Old Men,/title/tt0477348/
Idiocracy,/title/tt0387808/
Bridesmaids,/title/tt1478338/
Spring Breakers,/title/tt2101441/
American Psycho,/title/tt0144084/
The Dark Knight,/title/tt0468569/
Children of Men,/title/tt0206634/
There Will Be Blood,/title/tt0469494/
The Hurt Locker,/title/tt0887912/
"4 Months, 3 Weeks & 2 Days",/title/tt1032846/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
Boyhood,/title/tt1065073/
Lost in Translation,/title/tt0335266/
Michael Clayton,/title/tt0465538/
You Can Count on Me Me,/title/tt0203230/
Finding Nemo,/title/tt0266543/
Wolff Von Amerongen: Did He Commit Bankruptcy Offences?,/title/tt0499138/
The Master,/title/tt1560747/
Longing,/title/tt5545984/
I’m Not There,/title/tt0368794/
The External World,/title/tt1720261/
Secret Sunshine,/title/tt0817225/
Toni Erdmann,/title/tt4048272/
Platform,/title/tt8228288/
The Holy Girl,/title/tt0300270/
Mosaik mécanique,/title/tt1358862/
Boyhood,/title/tt1065073/
Holy Motors,/title/tt2076220/
The Tree of Life,/title/tt0478304/
In the Mood for Love,/title/tt0118694/
Inside Llewyn Davis,/title/tt2042568/
Certified Copy,/title/tt1020773/
Memento,/title/tt0209144/
Y Tu Mamá También,/title/tt0245574/
Mulholland Drive,/title/tt0166924/
A History of Violence,/title/tt0399146/
Good Night and Good Luck,/title/tt0433383/
Hugo,/title/tt0970179/
Ida,/title/tt1869716/
A Separation,/title/tt1832382/
Amour,/title/tt1602620/
The Act of Killing,/title/tt2375605/
Quills,/title/tt0180073/
The Sapphires,/title/tt1673697/
Where Do We Go Now?,/title/tt1772424/
Ajami,/title/tt1077262/
The Dark Knight,/title/tt0468569/
Inception,/title/tt1375666/
Hero,/title/tt0299977/
Inglourious Basterds,/title/tt0361748/
The Wolf of Wall Street,/title/tt0993846/
Chakde! India,/title/tt0871510/
In the Mood for Love,/title/tt0118694/
No Country For Old Men,/title/tt0477348/
Maqbool,/title/tt0379370/
The Lives of Others,/title/tt0405094/
The Pianist,/title/tt0253474/
Only Lovers Left Alive,/title/tt1714915/
Uncle Boonmee Who Can Recall His Past Lives,/title/tt1588895/
Leviathan,/title/tt0097737/
Amélie,/title/tt0211915/
Avatar,/title/tt0417299/
The Tree of Life,/title/tt0478304/
A Pigeon Sat on a Branch Reflecting on Existence,/title/tt1883180/
Boyhood,/title/tt1065073/
Coming Home,/title/tt0077362/
The Act of Killing,/title/tt2375605/
Caché,/title/tt0387898/
"Synecdoche, New York",/title/tt0383028/
Spirited Away,/title/tt0245429/
WALL-E,/title/tt0910970/
Uncle Boonmee Who Can Recall His Past Lives,/title/tt1588895/
Lost in Translation,/title/tt0335266/
Talk to Her,/title/tt0287467/
The Wrestler,/title/tt1125849/
Boyhood,/title/tt1065073/
In the Mood for Love,/title/tt0118694/
Caché,/title/tt0387898/
Yi Yi: A One and a Two,/title/tt0244316/
Zero Dark Thirty,/title/tt1790885/
Once Upon a Time in Anatolia,/title/tt1827487/
White Material,/title/tt1135952/
There Will Be Blood,/title/tt0469494/
The Look of Silence,/title/tt3521134/
The Turin Horse,/title/tt1316540/
The Great Beauty,/title/tt2358891/
The Tree of Life,/title/tt0478304/
Eden,/title/tt1734433/
Punch-Drunk Love,/title/tt0272338/
Ghost World,/title/tt0162346/
Tabu,/title/tt3647998/
Wendy and Lucy,/title/tt1152850/
The Headless Woman,/title/tt1221141/
Everyone Else,/title/tt4048272/
Millennium Mambo,/title/tt0283283/
In Vanda’s Room,/title/tt0139500/
The Master,/title/tt1560747/
The Tree of Life,/title/tt0478304/
Zodiac,/title/tt0443706/
Toni Erdmann,/title/tt4048272/
There Will Be Blood,/title/tt0469494/
My Golden Days,/title/tt4048050/
Carlos,/title/tt1321865/
A Serious Man,/title/tt1019452/
Moonrise Kingdom,/title/tt1748122/
The Son,/title/tt3839822/
The Headless Woman,/title/tt1221141/
Spirited Away,/title/tt0245429/
Mulholland Drive,/title/tt0166924/
Sumas y Restas,/title/tt0265825/
Inside Out,/title/tt2096673/
The Gleaners and I,/title/tt0247380/
The Return,/title/tt0441909/
Regular Lovers,/title/tt0443844/
Under the Skin,/title/tt1441395/
The Days When I Do Not Exist,/title/tt0365398/
The Tree of Life,/title/tt0478304/
Holy Motors,/title/tt2076220/
Tabu,/title/tt3647998/
A History of Violence,/title/tt0399146/
Tropical Malady,/title/tt0381668/
The Death of Mr Lazarescu,/title/tt0456149/
Phoenix,/title/tt2764784/
Platform,/title/tt8228288/
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,/title/tt0262240/
Secret Sunshine,/title/tt0817225/
Lost in Translation,/title/tt0335266/
Silver Linings Playbook,/title/tt1045658/
Brooklyn,/title/tt2381111/
Michael Clayton,/title/tt0465538/
Blue Valentine,/title/tt1120985/
Amélie,/title/tt0211915/
The Artist,/title/tt1655442/
The King’s Speech,/title/tt1504320/
Vera Drake,/title/tt0383694/
Wild,/title/tt2305051/
Theeb,/title/tt3170902/
A Time for Drunken Horses,/title/tt0259072/
Oldboy,/title/tt0364569/
Wild Tales,/title/tt3011894/
Man on Wire,/title/tt1155592/
Only Lovers Left Alive,/title/tt1714915/
Kill Bill: Vol. 1,/title/tt0266697/
The Royal Tenenbaums,/title/tt0265666/
Days of Glory,/title/tt0444182/
City of God,/title/tt0317248/
Hard to Be a God,/title/tt2328813/
Cosmos,/title/tt2395695/
Inside Llewyn Davis,/title/tt2042568/
Carlos,/title/tt1321865/
Che,/title/tt0892255/
The Master,/title/tt1560747/
There Will Be Blood,/title/tt0469494/
The Intruder,/title/tt6722030/
Morvern Callar,/title/tt0300214/
25th Hour,/title/tt0307901/
In the Mood for Love,/title/tt0118694/
Dogville,/title/tt0276919/
Ten,/title/tt0078721/
The White Ribbon,/title/tt1149362/
The Circle,/title/tt4287320/
Bad Education,/title/tt8206668/
Rust and Bone,/title/tt2053425/
5x2,/title/tt0354356/
Russian Ark,/title/tt0318034/
Far From Heaven,/title/tt0297884/
The Last of the Unjust,/title/tt2340784/
Once Upon a Time in Anatolia,/title/tt1827487/
"4 Months, 3 Weeks & 2 Days",/title/tt1032846/
"Police, Adjective",/title/tt1337051/
Far From Heaven,/title/tt0297884/
The Pianist,/title/tt0253474/
Winter Sleep,/title/tt2758880/
Brokeback Mountain,/title/tt0388795/
A Separation,/title/tt1832382/
Goodbye to Language,/title/tt2400275/
Boyhood,/title/tt1065073/
Holy Motors,/title/tt2076220/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
Uncle Boonmee Who Can Recall His Past Lives,/title/tt1588895/
Enter the Void,/title/tt1191111/
Son of Saul,/title/tt3808342/
Leviathan,/title/tt0097737/
The Act of Killing,/title/tt2375605/
12 Years a Slave,/title/tt2024544/
Idiocracy,/title/tt0387808/
Spirited Away,/title/tt0245429/
Yi Yi: A One and a Two,/title/tt0244316/
Before Sunset,/title/tt0381681/
You Can Count On Me,/title/tt0203230/
Inside Out,/title/tt2096673/
Morvern Callar,/title/tt0300214/
Stories We Tell,/title/tt2366450/
Animal Kingdom,/title/tt5574490/
Attack the Block,/title/tt1478964/
Jackass 3D,/title/tt1116184/
Mulholland Drive,/title/tt0166924/
AI: Artificial Intelligence,/title/tt0212720/
The Tree of Life,/title/tt0478304/
Syndromes and a Century,/title/tt0477731/
What Time Is It There?,/title/tt0269746/
The Intruder,/title/tt6722030/
The Son,/title/tt3839822/
Before Sunset,/title/tt0381681/
The Headless Woman,/title/tt1221141/
Femme Fatale,/title/tt0280665/
A Separation,/title/tt1832382/
Brooklyn,/title/tt2381111/
Inside Llewyn Davis,/title/tt2042568/
You Can Count On Me,/title/tt0203230/
Vera Drake,/title/tt0383694/
Letters From Iwo Jima,/title/tt0498380/
Nebraska,/title/tt1821549/
The Magdalene Sisters,/title/tt0318411/
Stories We Tell,/title/tt2366450/
Father of My Children,/title/tt1356928/
The Lives of Others,/title/tt0405094/
The Act of Killing,/title/tt2375605/
Fish Tank,/title/tt1232776/
Good Night and Good Luck,/title/tt0433383/
The White Ribbon,/title/tt1149362/
The Consequences of Love,/title/tt0398883/
No Country For Old Men,/title/tt0477348/
A Separation,/title/tt1832382/
Ratatouille,/title/tt0382932/
In the Mood for Love,/title/tt0118694/
Children of Men,/title/tt0206634/
No Country For Old Men,/title/tt0477348/
Before Sunset,/title/tt0381681/
Summer Hours,/title/tt0836700/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
Wet Hot American Summer,/title/tt0243655/
Cast Away,/title/tt0162222/
Caché,/title/tt0387898/
Traffic,/title/tt0181865/
Weekend,/title/tt1714210/
Yi Yi: A One and a Two,/title/tt0244316/
Café Lumière,/title/tt0412596/
"4 Months, 3 Weeks & 2 Days",/title/tt1032846/
The White Ribbon,/title/tt1149362/
In the Mood for Love,/title/tt0118694/
Millennium Actress,/title/tt0291350/
Spirited Away,/title/tt0245429/
A Separation,/title/tt1832382/
35 Shots of Rum,/title/tt1100048/
Toni Erdmann,/title/tt4048272/
The Grand Budapest Hotel,/title/tt2278388/
Brooklyn,/title/tt2381111/
Mad Max: Fury Road,/title/tt1392190/
Pan's Labyrinth,/title/tt0457430/
Hotel Rwanda,/title/tt0395169/
Silver Linings Playbook,/title/tt1045658/
Birdman,/title/tt2562232/
Inception,/title/tt1375666/
The Curious Case of Benjamin Button,/title/tt0421715/
Inglourious Basterds,/title/tt0361748/
Moulin Rouge!,/title/tt0203009/
White Material,/title/tt1135952/
Birth,/title/tt0337876/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
Talk to Her,/title/tt0287467/
Wendy and Lucy,/title/tt1152850/
Spirited Away,/title/tt0245429/
Gravity,/title/tt1454468/
Tabu,/title/tt3647998/
Weekend,/title/tt1714210/
In the Mood for Love,/title/tt0118694/
"Spring, Summer, Fall, Winter…and Spring",/title/tt0374546/
A History of Violence,/title/tt0399146/
Talk to Her,/title/tt0287467/
Carol,/title/tt2402927/
Melancholia,/title/tt1527186/
The White Ribbon,/title/tt1149362/
The Return,/title/tt0441909/
The Child,/title/tt0456396/
Silent Light,/title/tt0841925/
In the Mood for Love,/title/tt0118694/
Tropical Malady,/title/tt0381668/
Mulholland Drive,/title/tt0166924/
The Assassin,/title/tt0107843/
Shame,/title/tt1723811/
Spirited Away,/title/tt0245429/
The Hurt Locker,/title/tt0887912/
Toni Erdmann,/title/tt4048272/
Winter's Bone,/title/tt1399683/
A Prophet,/title/tt1235166/
Moon,/title/tt1182345/
The Great Beauty,/title/tt2358891/
The Lives of Others,/title/tt0405094/
In the Mood for Love,/title/tt0118694/
The Taste of Others,/title/tt0216787/
Wild Tales,/title/tt3011894/
Bridesmaids,/title/tt1478338/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
"O Brother, Where Art Thou?",/title/tt0190590/
Inglourious Basterds,/title/tt0361748/
Once Upon a Time in Anatolia,/title/tt1827487/
The Assassination of Jesse James by the Coward Robert Ford,/title/tt0443680/
The Social Network,/title/tt1285016/
The Grand Budapest Hotel,/title/tt2278388/
The Lord of the Rings: The Fellowship of the Ring,/title/tt0120737/
The Tree of Life,/title/tt0478304/
Holy Motors,/title/tt2076220/
Timbuktu,/title/tt3409392/
No,/title/tt2059255/
Pan's Labyrinth,/title/tt0457430/
Moolaadé,/title/tt0416991/
Days of Glory,/title/tt0444182/
Timbuktu,/title/tt3409392/
Making Of,/title/tt2211083/
House of Flying Daggers,/title/tt0385004/
City of God,/title/tt0317248/
Miners Shot Down,/title/tt3677896/
678,/title/tt1764141/
Hijack Stories,/title/tt0215841/
Waltz with Bashir,/title/tt1185616/
No Country For Old Men,/title/tt0477348/
Spotlight,/title/tt1895587/
United 93,/title/tt0475276/
The Gatekeepers,/title/tt2309788/
Sexy Beast,/title/tt0203119/
A Separation,/title/tt1832382/
Memento,/title/tt0209144/
Letters From Iwo Jima,/title/tt0498380/
Anchorman: The Legend of Ron Burgundy,/title/tt0357413/
The Wrestler,/title/tt1125849/
Los Angeles Plays Itself,/title/tt0379357/
Mulholland Drive,/title/tt0166924/
Goodbye to Language,/title/tt2400275/
Millennium Mambo,/title/tt0283283/
Margaret,/title/tt3777860/
Crank,/title/tt0479884/
The Forest for the Trees,/title/tt4048272/
Miami Vice,/title/tt0086759/
Woman on the Beach,/title/tt0835787/
The Son,/title/tt3839822/
Yi Yi: A One and a Two,/title/tt0244316/
The White Ribbon,/title/tt1149362/
Fish Tank,/title/tt1232776/
Spirited Away,/title/tt0245429/
Timbuktu,/title/tt3409392/
"4 Months, 3 Weeks & 2 Days",/title/tt1032846/
No Country For Old Men,/title/tt0477348/
Silent Souls,/title/tt1693830/
A Separation,/title/tt1832382/
Nostalgia for the Light,/title/tt1556190/
Holy Motors,/title/tt2076220/
Lifeline,/title/tt7034646/
Certified Copy,/title/tt1020773/
Kung Fu Hustle,/title/tt0373074/
Instructions for a Light and Sound Machine,/title/tt0493428/
Un lac,/title/tt1270702/
Detention,/title/tt1701990/
A Vingança de Uma Mulher,/title/tt2050453/
Mia Madre,/title/tt0381392/
Femme Fatale,/title/tt0280665/
The Wolf of Wall Street,/title/tt0993846/
No Country For Old Men,/title/tt0477348/
Spirited Away,/title/tt0245429/
Million Dollar Baby,/title/tt0405159/
The Ghost Writer,/title/tt1139328/
The Son's Room,/title/tt0208990/
A History of Violence,/title/tt0399146/
Talk to Her,/title/tt0287467/
Before the Devil Knows You're Dead,/title/tt0292963/
Match Point,/title/tt0416320/
Carlos,/title/tt1321865/
Zodiac,/title/tt0443706/
Leviathan,/title/tt0097737/
Mulholland Drive,/title/tt0166924/
The Assassination of Jesse James by the Coward Robert Ford,/title/tt0443680/
The Incredibles,/title/tt0317705/
Children of Men,/title/tt0206634/
Fantastic Mr Fox,/title/tt1531905/
Grizzly Man,/title/tt0427312/
Brokeback Mountain,/title/tt0388795/
You Ain’t Seen Nothin’ Yet,/title/tt1690389/
No Home Movie,/title/tt4881016/
The Romance of Astrea and Celadon,/title/tt0823240/
The Strange Case of Angelica,/title/tt1282153/
Michelangelo Eye to Eye,/title/tt0409285/
Warming by the Devil's Fire,/title/tt1065628/
The New World,/title/tt0402399/
Café Lumière,/title/tt0412596/
You Will Meet a Tall Dark Stranger,/title/tt1182350/
The Hateful Eight,/title/tt3460252/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
"Crouching Tiger, Hidden Dragon",/title/tt0190332/
Holy Motors,/title/tt2076220/
City of God,/title/tt0317248/
Enter the Void,/title/tt1191111/
Hedwig and the Angry Inch,/title/tt0248845/
Melancholia,/title/tt1527186/
Mad Max: Fury Road,/title/tt1392190/
The Lord of the Rings: The Fellowship of the Ring,/title/tt0120737/
Grizzly Man,/title/tt0427312/
Inherent Vice,/title/tt1791528/
Mulholland Drive,/title/tt0166924/
Melancholia,/title/tt1527186/
There Will Be Blood,/title/tt0469494/
Under the Skin,/title/tt1441395/
Fat Girl,/title/tt0243255/
A Serious Man,/title/tt1019452/
Battle Royale,/title/tt0266308/
The Turin Horse,/title/tt1316540/
Bad Lieutenant: Port of Call New Orleans,/title/tt1095217/
Mulholland Drive,/title/tt0166924/
The Tree of Life,/title/tt0478304/
Night Will Fall,/title/tt3455822/
12 Years a Slave,/title/tt2024544/
We Need to Talk About Kevin,/title/tt1242460/
Boyhood,/title/tt1065073/
Amour,/title/tt1602620/
The Lives of Others,/title/tt0405094/
Nostalgia for the Light,/title/tt1556190/
Red Road,/title/tt0471030/
Before Midnight,/title/tt2209418/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
Munich,/title/tt0408306/
The Social Network,/title/tt1285016/
The Grand Budapest Hotel,/title/tt2278388/
Sexy Beast,/title/tt0203119/
The Lobster,/title/tt3464902/
Inglourious Basterds,/title/tt0361748/
Best in Show,/title/tt0218839/
Gladiator,/title/tt0172495/
Yi Yi: A One and a Two,/title/tt0244316/
A Separation,/title/tt1832382/
25th Hour,/title/tt0307901/
"4 Months, 3 Weeks & 2 Days",/title/tt1032846/
WALL-E,/title/tt0910970/
Phoenix,/title/tt2764784/
Selma,/title/tt1020072/
Timbuktu,/title/tt3409392/
About Elly,/title/tt1360860/
I’m Going Home,/title/tt0283422/
Inside Llewyn Davis,/title/tt2042568/
There Will Be Blood,/title/tt0469494/
Inside Out,/title/tt2096673/
Carol,/title/tt2402927/
Brooklyn,/title/tt2381111/
"Crouching Tiger, Hidden Dragon",/title/tt0190332/
Boyhood,/title/tt1065073/
Fruitvale Station,/title/tt2334649/
Blue Valentine,/title/tt1120985/
Her,/title/tt1798709/
Good Bye Lenin!,/title/tt0301357/
Lost in Translation,/title/tt0335266/
Spotlight,/title/tt1895587/
Pan's Labyrinth,/title/tt0457430/
Mad Max: Fury Road,/title/tt1392190/
The Baader Meinhof Complex,/title/tt0765432/
Boyhood,/title/tt1065073/
No Man's Land,/title/tt0119164/
Che,/title/tt0892255/
Ghost World,/title/tt0162346/
"Synecdoche, New York",/title/tt0383028/
Eternal Sunshine of the Spotless Mind,/title/tt0338013/
Django Unchained,/title/tt1853728/
The Grand Budapest Hotel,/title/tt2278388/
Alpha Dog,/title/tt0426883/
Her,/title/tt1798709/
Young Adult,/title/tt1625346/
The Dark Knight,/title/tt0468569/
Tropic Thunder,/title/tt0942385/
Children of Men,/title/tt0206634/
Memento,/title/tt0209144/
Oldboy,/title/tt0364569/
The Circle,/title/tt4287320/
The Lives of Others,/title/tt0405094/
Dirty Pretty Things,/title/tt0301199/
We Need to Talk About Kevin,/title/tt1242460/
The Imposter,/title/tt0091991/
